Key,Source,Line,EventType,Occurrence,OwnerTask,Target
ECS/Scenes/BattleScene/HpManagementSystem.cs#ApplyPassiveEvent#1,ECS/Scenes/BattleScene/HpManagementSystem.cs,20,ApplyPassiveEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/HpManagementSystem.cs#FullyHealEvent#1,ECS/Scenes/BattleScene/HpManagementSystem.cs,21,FullyHealEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/HpManagementSystem.cs#HealEvent#1,ECS/Scenes/BattleScene/HpManagementSystem.cs,22,HealEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/HpManagementSystem.cs#IncreaseMaxHpEvent#1,ECS/Scenes/BattleScene/HpManagementSystem.cs,23,IncreaseMaxHpEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/HpManagementSystem.cs#ModifyHpRequestEvent#1,ECS/Scenes/BattleScene/HpManagementSystem.cs,18,ModifyHpRequestEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/HpManagementSystem.cs#RemovePassive#1,ECS/Scenes/BattleScene/HpManagementSystem.cs,25,RemovePassive,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/HpManagementSystem.cs#SetHpEvent#1,ECS/Scenes/BattleScene/HpManagementSystem.cs,19,SetHpEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/IntimidateDisplaySystem.cs#CardRenderEvent#1,ECS/Scenes/BattleScene/IntimidateDisplaySystem.cs,96,CardRenderEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/IntimidateManagementSystem.cs#BeginDefeatPresentationEvent#1,ECS/Scenes/BattleScene/IntimidateManagementSystem.cs,24,BeginDefeatPresentationEvent,1,ECS-043,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/IntimidateManagementSystem.cs#ChangeBattlePhaseEvent#1,ECS/Scenes/BattleScene/IntimidateManagementSystem.cs,22,ChangeBattlePhaseEvent,1,ECS-043,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/IntimidateManagementSystem.cs#EnemyPhaseResetEvent#1,ECS/Scenes/BattleScene/IntimidateManagementSystem.cs,25,EnemyPhaseResetEvent,1,ECS-043,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/IntimidateManagementSystem.cs#IntimidateEvent#1,ECS/Scenes/BattleScene/IntimidateManagementSystem.cs,23,IntimidateEvent,1,ECS-043,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/Legacy/EquipmentDisplaySystemLegacy.cs#DeleteCachesEvent#1,ECS/Scenes/BattleScene/Legacy/EquipmentDisplaySystemLegacy.cs,87,DeleteCachesEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/Legacy/EquipmentDisplaySystemLegacy.cs#EquipmentAbilityTriggered#1,ECS/Scenes/BattleScene/Legacy/EquipmentDisplaySystemLegacy.cs,86,EquipmentAbilityTriggered,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/MarkedForEndOfTurnSystem.cs#ChangeBattlePhaseEvent#1,ECS/Scenes/BattleScene/MarkedForEndOfTurnSystem.cs,18,ChangeBattlePhaseEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/MarkedForExhaustSystem.cs#BeginDefeatPresentationEvent#1,ECS/Scenes/BattleScene/MarkedForExhaustSystem.cs,18,BeginDefeatPresentationEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/MarkedForSpecificDiscardSystem.cs#AttackResolved#1,ECS/Scenes/BattleScene/MarkedForSpecificDiscardSystem.cs,20,AttackResolved,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/MarkedForSpecificDiscardSystem.cs#DiscardMarkedForSpecificDiscardEvent#1,ECS/Scenes/BattleScene/MarkedForSpecificDiscardSystem.cs,19,DiscardMarkedForSpecificDiscardEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/MarkedForSpecificDiscardSystem.cs#MarkedForSpecificDiscardEvent#1,ECS/Scenes/BattleScene/MarkedForSpecificDiscardSystem.cs,18,MarkedForSpecificDiscardEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/MedalDisplaySystem.cs#MedalTriggered#1,ECS/Scenes/BattleScene/MedalDisplaySystem.cs,82,MedalTriggered,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/MedalManagerSystem.cs#MedalActivateEvent#1,ECS/Scenes/BattleScene/MedalManagerSystem.cs,24,MedalActivateEvent,1,ECS-043,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/MillCardSystem.cs#DeleteCachesEvent#1,ECS/Scenes/BattleScene/MillCardSystem.cs,78,DeleteCachesEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/MillCardSystem.cs#MillCardEvent#1,ECS/Scenes/BattleScene/MillCardSystem.cs,76,MillCardEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/MillCardSystem.cs#TopCardRemovedForMillEvent#1,ECS/Scenes/BattleScene/MillCardSystem.cs,77,TopCardRemovedForMillEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/ModularEffectActorPresentationSystem.cs#ModifyHpEvent#1,ECS/Scenes/BattleScene/ModularEffectActorPresentationSystem.cs,45,ModifyHpEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/ModularEffectActorPresentationSystem.cs#StartDebuffAnimation#1,ECS/Scenes/BattleScene/ModularEffectActorPresentationSystem.cs,46,StartDebuffAnimation,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/ModularEffectCoordinatorSystem.cs#EnemyDamageAppliedEvent#1,ECS/Scenes/BattleScene/ModularEffectCoordinatorSystem.cs,33,EnemyDamageAppliedEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/ModularEffectCoordinatorSystem.cs#LoadSceneEvent#1,ECS/Scenes/BattleScene/ModularEffectCoordinatorSystem.cs,34,LoadSceneEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/ModularEffectCoordinatorSystem.cs#VisualEffectRequested#1,ECS/Scenes/BattleScene/ModularEffectCoordinatorSystem.cs,32,VisualEffectRequested,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/MustBeBlockedSystem.cs#AmbushTimerExpired#1,ECS/Scenes/BattleScene/MustBeBlockedSystem.cs,37,AmbushTimerExpired,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/MustBeBlockedSystem.cs#ChangeBattlePhaseEvent#1,ECS/Scenes/BattleScene/MustBeBlockedSystem.cs,36,ChangeBattlePhaseEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/MustBeBlockedSystem.cs#MustBeBlockedEvent#1,ECS/Scenes/BattleScene/MustBeBlockedSystem.cs,39,MustBeBlockedEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PassiveApplicationAnimationDisplaySystem.cs#ApplyPassiveEvent#1,ECS/Scenes/BattleScene/PassiveApplicationAnimationDisplaySystem.cs,87,ApplyPassiveEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PassiveApplicationAnimationDisplaySystem.cs#DeleteCachesEvent#1,ECS/Scenes/BattleScene/PassiveApplicationAnimationDisplaySystem.cs,88,DeleteCachesEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PassiveApplicationAnimationDisplaySystem.cs#LoadSceneEvent#1,ECS/Scenes/BattleScene/PassiveApplicationAnimationDisplaySystem.cs,89,LoadSceneEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PayCostOverlaySystem.cs#ChangeBattlePhaseEvent#1,ECS/Scenes/BattleScene/PayCostOverlaySystem.cs,102,ChangeBattlePhaseEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PayCostOverlaySystem.cs#ClosePayCostOverlayEvent#1,ECS/Scenes/BattleScene/PayCostOverlaySystem.cs,93,ClosePayCostOverlayEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PayCostOverlaySystem.cs#OpenPayCostOverlayEvent#1,ECS/Scenes/BattleScene/PayCostOverlaySystem.cs,92,OpenPayCostOverlayEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PayCostOverlaySystem.cs#PayCostCancelRequested#1,ECS/Scenes/BattleScene/PayCostOverlaySystem.cs,95,PayCostCancelRequested,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PayCostOverlaySystem.cs#PayCostCandidateClicked#1,ECS/Scenes/BattleScene/PayCostOverlaySystem.cs,94,PayCostCandidateClicked,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PayCostOverlaySystem.cs#PlayCardRequested#1,ECS/Scenes/BattleScene/PayCostOverlaySystem.cs,98,PlayCardRequested,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PhaseChangeEventSystem.cs#BattlePhaseAnimationCompleteEvent#1,ECS/Scenes/BattleScene/PhaseChangeEventSystem.cs,47,BattlePhaseAnimationCompleteEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PhaseChangeEventSystem.cs#ChangeBattlePhaseEvent#1,ECS/Scenes/BattleScene/PhaseChangeEventSystem.cs,22,ChangeBattlePhaseEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PhaseChangeEventSystem.cs#DeleteCachesEvent#1,ECS/Scenes/BattleScene/PhaseChangeEventSystem.cs,60,DeleteCachesEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PhaseCoordinatorSystem.cs#ChangeBattlePhaseEvent#1,ECS/Scenes/BattleScene/PhaseCoordinatorSystem.cs,22,ChangeBattlePhaseEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PhaseCoordinatorSystem.cs#ChangeBattlePhaseEvent#2,ECS/Scenes/BattleScene/PhaseCoordinatorSystem.cs,23,ChangeBattlePhaseEvent,2,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PixelBurstDisplaySystem.cs#DeleteCachesEvent#1,ECS/Scenes/BattleScene/PixelBurstDisplaySystem.cs,126,DeleteCachesEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PixelBurstDisplaySystem.cs#PixelBurstAnimationRequested#1,ECS/Scenes/BattleScene/PixelBurstDisplaySystem.cs,125,PixelBurstAnimationRequested,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PlayerHudFeedbackSystem.cs#ModifyActionPointsEvent#1,ECS/Scenes/BattleScene/PlayerHudFeedbackSystem.cs,19,ModifyActionPointsEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PlayerHudFeedbackSystem.cs#ModifyCourageEvent#1,ECS/Scenes/BattleScene/PlayerHudFeedbackSystem.cs,15,ModifyCourageEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PlayerHudFeedbackSystem.cs#ModifyTemperanceEvent#1,ECS/Scenes/BattleScene/PlayerHudFeedbackSystem.cs,17,ModifyTemperanceEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PlayerHudFeedbackSystem.cs#SetActionPointsEvent#1,ECS/Scenes/BattleScene/PlayerHudFeedbackSystem.cs,20,SetActionPointsEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PlayerHudFeedbackSystem.cs#SetCourageEvent#1,ECS/Scenes/BattleScene/PlayerHudFeedbackSystem.cs,16,SetCourageEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PlayerHudFeedbackSystem.cs#SetTemperanceEvent#1,ECS/Scenes/BattleScene/PlayerHudFeedbackSystem.cs,18,SetTemperanceEvent,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PlayerHudLayoutSystem.cs#LoadSceneEvent#1,ECS/Scenes/BattleScene/PlayerHudLayoutSystem.cs,162,LoadSceneEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PlayerTemperanceActivationDisplaySystem.cs#TriggerTemperance#1,ECS/Scenes/BattleScene/PlayerTemperanceActivationDisplaySystem.cs,51,TriggerTemperance,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PledgeDisplaySystem.cs#CardRenderEvent#1,ECS/Scenes/BattleScene/PledgeDisplaySystem.cs,128,CardRenderEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PledgeDisplaySystem.cs#CardRenderScaledEvent#1,ECS/Scenes/BattleScene/PledgeDisplaySystem.cs,129,CardRenderScaledEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PledgeDisplaySystem.cs#CardRenderScaledRotatedEvent#1,ECS/Scenes/BattleScene/PledgeDisplaySystem.cs,130,CardRenderScaledRotatedEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PledgeDisplaySystem.cs#DeleteCachesEvent#1,ECS/Scenes/BattleScene/PledgeDisplaySystem.cs,132,DeleteCachesEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PledgeDisplaySystem.cs#PledgeAddedEvent#1,ECS/Scenes/BattleScene/PledgeDisplaySystem.cs,131,PledgeAddedEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PledgeManagementSystem.cs#ApplyPledgeToCardRequested#1,ECS/Scenes/BattleScene/PledgeManagementSystem.cs,22,ApplyPledgeToCardRequested,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PledgeManagementSystem.cs#CardMoved#1,ECS/Scenes/BattleScene/PledgeManagementSystem.cs,27,CardMoved,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PledgeManagementSystem.cs#ChangeBattlePhaseEvent#1,ECS/Scenes/BattleScene/PledgeManagementSystem.cs,20,ChangeBattlePhaseEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PledgeManagementSystem.cs#DiscardAllCardsEvent#1,ECS/Scenes/BattleScene/PledgeManagementSystem.cs,28,DiscardAllCardsEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PledgeManagementSystem.cs#EnemyPhaseResetEvent#1,ECS/Scenes/BattleScene/PledgeManagementSystem.cs,26,EnemyPhaseResetEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PledgeManagementSystem.cs#PledgeCardRequested#1,ECS/Scenes/BattleScene/PledgeManagementSystem.cs,21,PledgeCardRequested,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PledgeManagementSystem.cs#PledgeRandomCardFromDiscardRequested#1,ECS/Scenes/BattleScene/PledgeManagementSystem.cs,23,PledgeRandomCardFromDiscardRequested,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PledgeManagementSystem.cs#RedrawHandEvent#1,ECS/Scenes/BattleScene/PledgeManagementSystem.cs,29,RedrawHandEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PledgeManagementSystem.cs#RemovePledgeFromCardRequested#1,ECS/Scenes/BattleScene/PledgeManagementSystem.cs,24,RemovePledgeFromCardRequested,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PledgeManagementSystem.cs#StartBattleRequested#1,ECS/Scenes/BattleScene/PledgeManagementSystem.cs,25,StartBattleRequested,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PlunderManagementSystem.cs#ChangeBattlePhaseEvent#1,ECS/Scenes/BattleScene/PlunderManagementSystem.cs,30,ChangeBattlePhaseEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PlunderManagementSystem.cs#ModifyHpEvent#1,ECS/Scenes/BattleScene/PlunderManagementSystem.cs,31,ModifyHpEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PlunderManagementSystem.cs#PlunderForceDiscardEvent#1,ECS/Scenes/BattleScene/PlunderManagementSystem.cs,34,PlunderForceDiscardEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PlunderManagementSystem.cs#PlunderSnatchAnimationCompleted#1,ECS/Scenes/BattleScene/PlunderManagementSystem.cs,33,PlunderSnatchAnimationCompleted,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PlunderManagementSystem.cs#PlunderTriggerEvent#1,ECS/Scenes/BattleScene/PlunderManagementSystem.cs,32,PlunderTriggerEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PlunderManagementSystem.cs#ResetDeckEvent#1,ECS/Scenes/BattleScene/PlunderManagementSystem.cs,35,ResetDeckEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PlunderSnatchDisplaySystem.cs#DeleteCachesEvent#1,ECS/Scenes/BattleScene/PlunderSnatchDisplaySystem.cs,160,DeleteCachesEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PlunderSnatchDisplaySystem.cs#PlunderRescueAnimationRequested#1,ECS/Scenes/BattleScene/PlunderSnatchDisplaySystem.cs,159,PlunderRescueAnimationRequested,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PlunderSnatchDisplaySystem.cs#PlunderSnatchAnimationRequested#1,ECS/Scenes/BattleScene/PlunderSnatchDisplaySystem.cs,158,PlunderSnatchAnimationRequested,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PoisonSystem.cs#PassiveTriggered#1,ECS/Scenes/BattleScene/PoisonSystem.cs,26,PassiveTriggered,1,ECS-043,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PoisonSystem.cs#TutorialCompletedEvent#1,ECS/Scenes/BattleScene/PoisonSystem.cs,28,TutorialCompletedEvent,1,ECS-043,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PoisonSystem.cs#TutorialStartedEvent#1,ECS/Scenes/BattleScene/PoisonSystem.cs,27,TutorialStartedEvent,1,ECS-043,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/PoisonSystem.cs#UpdatePassive#1,ECS/Scenes/BattleScene/PoisonSystem.cs,25,UpdatePassive,1,ECS-043,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/QuestTribulationDisplaySystem.cs#TribulationTriggered#1,ECS/Scenes/BattleScene/QuestTribulationDisplaySystem.cs,60,TribulationTriggered,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/QueuedActivateEquipmentWithVisual.cs#<inferred-delegate-type>#1,ECS/Scenes/BattleScene/QueuedActivateEquipmentWithVisual.cs,60,<inferred-delegate-type>,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/QueuedActivateMedalWithVisual.cs#<inferred-delegate-type>#1,ECS/Scenes/BattleScene/QueuedActivateMedalWithVisual.cs,59,<inferred-delegate-type>,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/QueuedShuffleDeckAnimationEvent.cs#<inferred-delegate-type>#1,ECS/Scenes/BattleScene/QueuedShuffleDeckAnimationEvent.cs,27,<inferred-delegate-type>,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/QueuedWaitAbsorbEvent.cs#<inferred-delegate-type>#1,ECS/Scenes/BattleScene/QueuedWaitAbsorbEvent.cs,29,<inferred-delegate-type>,1,ECS-042,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/QueuedWaitVisualEffectComplete.cs#<inferred-delegate-type>#1,ECS/Scenes/BattleScene/QueuedWaitVisualEffectComplete.cs,27,<inferred-delegate-type>,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/QueuedWaitVisualEffectImpact.cs#<inferred-delegate-type>#1,ECS/Scenes/BattleScene/QueuedWaitVisualEffectImpact.cs,27,<inferred-delegate-type>,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/RecoilDisplaySystem.cs#CardRenderEvent#1,ECS/Scenes/BattleScene/RecoilDisplaySystem.cs,57,CardRenderEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/RecoilManagementSystem.cs#ApplyRecoilEvent#1,ECS/Scenes/BattleScene/RecoilManagementSystem.cs,23,ApplyRecoilEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/RecoilManagementSystem.cs#AttackResolved#1,ECS/Scenes/BattleScene/RecoilManagementSystem.cs,25,AttackResolved,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/RecoilManagementSystem.cs#BeginDefeatPresentationEvent#1,ECS/Scenes/BattleScene/RecoilManagementSystem.cs,26,BeginDefeatPresentationEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/RecoilManagementSystem.cs#CardBlockedEvent#1,ECS/Scenes/BattleScene/RecoilManagementSystem.cs,24,CardBlockedEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/RecoilManagementSystem.cs#EnemyPhaseResetEvent#1,ECS/Scenes/BattleScene/RecoilManagementSystem.cs,27,EnemyPhaseResetEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/ReplacementEffectSystem.cs#ReplaceableEffectRequest#1,ECS/Scenes/BattleScene/ReplacementEffectSystem.cs,16,ReplaceableEffectRequest,1,ECS-043,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/ScorchedDisplaySystem.cs#CardShaderPassEvent#1,ECS/Scenes/BattleScene/ScorchedDisplaySystem.cs,125,CardShaderPassEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/ScorchedManagementSystem.cs#PledgeAddedEvent#1,ECS/Scenes/BattleScene/ScorchedManagementSystem.cs,14,PledgeAddedEvent,1,ECS-043,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/SealDisplaySystem.cs#CardRenderEvent#1,ECS/Scenes/BattleScene/SealDisplaySystem.cs,64,CardRenderEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/SealDisplaySystem.cs#CardRenderScaledEvent#1,ECS/Scenes/BattleScene/SealDisplaySystem.cs,65,CardRenderScaledEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/SealDisplaySystem.cs#CardRenderScaledRotatedEvent#1,ECS/Scenes/BattleScene/SealDisplaySystem.cs,66,CardRenderScaledRotatedEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/SealManagementSystem.cs#CardMoved#1,ECS/Scenes/BattleScene/SealManagementSystem.cs,24,CardMoved,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/SealManagementSystem.cs#CardPlayedEvent#1,ECS/Scenes/BattleScene/SealManagementSystem.cs,25,CardPlayedEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/SealManagementSystem.cs#ModifySealsEvent#1,ECS/Scenes/BattleScene/SealManagementSystem.cs,26,ModifySealsEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/SealManagementSystem.cs#SealCardsEvent#1,ECS/Scenes/BattleScene/SealManagementSystem.cs,23,SealCardsEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/SealManagementSystem.cs#ShuffleSealedIntoDrawPileEvent#1,ECS/Scenes/BattleScene/SealManagementSystem.cs,27,ShuffleSealedIntoDrawPileEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/ShackleDisplaySystem.cs#CardRenderEvent#1,ECS/Scenes/BattleScene/ShackleDisplaySystem.cs,53,CardRenderEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/ShackleDisplaySystem.cs#CardRenderScaledEvent#1,ECS/Scenes/BattleScene/ShackleDisplaySystem.cs,55,CardRenderScaledEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/ShackleManagementSystem.cs#BeginDefeatPresentationEvent#1,ECS/Scenes/BattleScene/ShackleManagementSystem.cs,30,BeginDefeatPresentationEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/ShackleManagementSystem.cs#BlockAssignmentAdded#1,ECS/Scenes/BattleScene/ShackleManagementSystem.cs,25,BlockAssignmentAdded,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/ShackleManagementSystem.cs#CardMoved#1,ECS/Scenes/BattleScene/ShackleManagementSystem.cs,28,CardMoved,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/ShackleManagementSystem.cs#ChangeBattlePhaseEvent#1,ECS/Scenes/BattleScene/ShackleManagementSystem.cs,27,ChangeBattlePhaseEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/ShackleManagementSystem.cs#DeleteCachesEvent#1,ECS/Scenes/BattleScene/ShackleManagementSystem.cs,29,DeleteCachesEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/ShackleManagementSystem.cs#EnemyPhaseResetEvent#1,ECS/Scenes/BattleScene/ShackleManagementSystem.cs,31,EnemyPhaseResetEvent,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/ShackleManagementSystem.cs#UnassignCardAsBlockRequested#1,ECS/Scenes/BattleScene/ShackleManagementSystem.cs,26,UnassignCardAsBlockRequested,1,ECS-041,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/ShuffleDeckDisplaySystem.cs#DeleteCachesEvent#1,ECS/Scenes/BattleScene/ShuffleDeckDisplaySystem.cs,112,DeleteCachesEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/ShuffleDeckDisplaySystem.cs#ShuffleDeckAnimationRequested#1,ECS/Scenes/BattleScene/ShuffleDeckDisplaySystem.cs,111,ShuffleDeckAnimationRequested,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/StunnedOverlaySystem.cs#ShowStunnedOverlay#1,ECS/Scenes/BattleScene/StunnedOverlaySystem.cs,23,ShowStunnedOverlay,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/TemperanceDisplaySystem.cs#ModifyTemperanceEvent#1,ECS/Scenes/BattleScene/TemperanceDisplaySystem.cs,61,ModifyTemperanceEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/TemperanceDisplaySystem.cs#SetTemperanceEvent#1,ECS/Scenes/BattleScene/TemperanceDisplaySystem.cs,62,SetTemperanceEvent,1,ECS-045,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/TemperanceManagerSystem.cs#CardMoved#1,ECS/Scenes/BattleScene/TemperanceManagerSystem.cs,20,CardMoved,1,ECS-043,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/TemperanceManagerSystem.cs#LoadSceneEvent#1,ECS/Scenes/BattleScene/TemperanceManagerSystem.cs,23,LoadSceneEvent,1,ECS-043,World-owned typed event stream or generated route
ECS/Scenes/BattleScene/TemperanceManagerSystem.cs#ModifyTemperanceEvent#1,ECS/Scenes/BattleScene/TemperanceManagerSystem.cs,21,ModifyTemperanceEvent,1,ECS-043,World-owned typed event stream or generated route
